id,user_stage,direction,goal,timeline,experience,available_days,difficulty,previous_goals_count,completed_goals_count,pathway_type,total_duration,num_phases,total_steps
RIPPLE_0755,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0756,University Student,Build a Startup,Build SaaS Tool,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0757,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0758,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0759,Working,Better Work-Life Balance,Daily Routine Reset,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0760,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0761,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Easy,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0762,University Student,Build a Startup,Build SaaS Tool,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0763,University Student,Freelance,Top Rated Freelancer on Upwork,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0764,Working,Grow in My Career,Lead Cross-Functional Team,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0765,Building My Own Thing,Small Business,Local Service Agency Launch,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0766,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0767,University Student,Build a Startup,Build SaaS Tool,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0768,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Easy,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0769,Building My Own Thing,Startup,Mobile App with 10k Downloads,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0770,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0771,High School,Learn a Skill,Mobile App Development,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Moderate,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0772,University Student,Higher Studies,Target GPA 3.8+,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Easy,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0773,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Intensive,3,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0774,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0775,Building My Own Thing,Startup,AI Micro-SaaS Launch,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0776,High School,Start Working,Retail / Admin Experience,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Moderate,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0777,Working,Grow in My Career,Promotion to Senior Engineer,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Intensive,2,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0778,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0779,Working,Better Work-Life Balance,Deep Work Systems & Burnout Recovery,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0780,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,3 Months,Beginner (No prior background),Sat;Sun,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0781,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0782,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Easy,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0783,Just Graduated,Freelance,Content Creation & Personal Brand,1 Week,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0784,Working,Grow in My Career,Lead Cross-Functional Team,6 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Intensive,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0785,University Student,Get a Job,UI/UX Design,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0786,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0787,High School,Learn a Skill,Full-Stack Web Basics,3 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Intensive,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0788,Just Graduated,Find a Job,Digital Marketing Specialist,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0789,University Student,Freelance,Top Rated Freelancer on Upwork,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0790,Just Graduated,Freelance,Full-time Freelance Agency,3 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0791,Entrepreneur,Find Investors,Raise $250k Pre-Seed,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Moderate,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0792,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0793,High School,Start Working,Entry-level Internship,3 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0794,High School,University,SAT 1500+ / ACT 34+,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0795,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0796,Working,Higher Salary,Market Benchmark & Negotiation,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0797,Building My Own Thing,Startup,Mobile App with 10k Downloads,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0798,Changing Careers,Switch Industry,Data Science Career Pivot,6 Months,Beginner (No prior background),Sat;Sun,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0799,Working,Higher Salary,Market Benchmark & Negotiation,6 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0800,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0801,Working,Higher Salary,Market Benchmark & Negotiation,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0802,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Moderate,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0803,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0804,University Student,Freelance,Earn First $1k Freelancing,1 Week,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0805,High School,Start Working,Entry-level Internship,1 Month,Beginner (No prior background),Sat;Sun,Hard,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0806,University Student,Get a Job,Machine Learning Engineer,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0807,University Student,Get a Job,Software Engineering,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0808,Working,Change Careers,Transition from QA to Dev,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0809,University Student,Get a Job,Software Engineering,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0810,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0811,Building My Own Thing,Startup,AI Micro-SaaS Launch,1 Week,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0812,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Week,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0813,Building My Own Thing,Startup,Mobile App with 10k Downloads,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0814,University Student,Get a Job,UI/UX Design,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Moderate,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0815,Just Graduated,Find a Job,Junior Product Manager,1 Week,Beginner (No prior background),Tue;Thu;Sat;Sun,Moderate,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0816,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0817,Changing Careers,Switch Industry,Product Management Transition,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Moderate,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0818,Building My Own Thing,Small Business,Local Service Agency Launch,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0819,University Student,Freelance,Top Rated Freelancer on Upwork,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0820,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Moderate,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0821,University Student,Build a Startup,Launch MVP on Campus,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0822,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Week,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Moderate,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0823,High School,Start Working,Entry-level Internship,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Easy,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0824,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0825,University Student,Higher Studies,Master's in Computer Science,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0826,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0827,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0828,High School,Start Working,Retail / Admin Experience,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0829,Just Graduated,Find a Job,QA Automation Engineer,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,3,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0830,Just Graduated,Find a Job,Data Analyst,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0831,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0832,University Student,Higher Studies,Target GPA 3.8+,1 Month,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0833,High School,Start Working,Resume & Interview Readiness,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0834,University Student,Build a Startup,Launch MVP on Campus,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0835,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0836,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0837,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0838,Working,Better Work-Life Balance,Daily Routine Reset,3 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0839,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Intensive,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0840,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0841,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0842,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0843,Working,Higher Salary,Market Benchmark & Negotiation,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0844,High School,Start Working,Entry-level Internship,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0845,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Moderate,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0846,Just Graduated,Freelance,Content Creation & Personal Brand,1 Month,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0847,Working,Grow in My Career,Lead Cross-Functional Team,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0848,Building My Own Thing,Startup,Mobile App with 10k Downloads,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Hard,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0849,Just Graduated,Freelance,Content Creation & Personal Brand,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0850,Working,Grow in My Career,Promotion to Senior Engineer,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0851,Building My Own Thing,Startup,Mobile App with 10k Downloads,6 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0852,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Moderate,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0853,Working,Grow in My Career,Promotion to Senior Engineer,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0854,High School,University,Scholarship Strategy,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0855,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0856,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,3 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0857,Building My Own Thing,Startup,AI Micro-SaaS Launch,3 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0858,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0859,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0860,University Student,Freelance,Top Rated Freelancer on Upwork,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0861,Just Graduated,Find a Job,Junior Product Manager,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0862,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0863,High School,Learn a Skill,Full-Stack Web Basics,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0864,University Student,Build a Startup,Apply to YC / Student Incubator,3 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Easy,3,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0865,University Student,Build a Startup,Apply to YC / Student Incubator,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0866,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0867,Changing Careers,Switch Industry,Product Management Transition,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0868,University Student,Higher Studies,Research Fellowship Application,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0869,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0870,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0871,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0872,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0873,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Intensive,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0874,Working,Change Careers,Transition to Product Management,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0875,High School,Learn a Skill,Python for Data Analysis,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,3,3,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0876,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0877,University Student,Build a Startup,Launch MVP on Campus,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0878,University Student,Build a Startup,Build SaaS Tool,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0879,Working,Grow in My Career,Promotion to Senior Engineer,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Moderate,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0880,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
